User ID,Gender,Age,EstimatedSalary,Purchased
15205041,Male,29,74765,0
15698361,Male,54,123212,1
15731912,Male,54,54071,0
15417113,Male,60,127990,1
15068148,Female,23,84519,0
15777089,Female,56,24503,1
15648531,Male,41,110457,1
15251995,Male,28,60838,0
15906606,Male,30,140200,0
15678843,Female,51,104489,0
15910790,Female,42,41806,0
15572843,Female,24,85119,0
15256508,Female,21,53714,0
15803591,Female,25,70419,0
15896942,Female,37,120432,0
15106530,Female,46,107949,0
15604365,Female,27,148533,0
15822352,Female,60,91971,1
15460337,Male,51,108471,0
15724839,Male,43,79946,0
15805889,Male,58,113989,0
15459773,Male,20,99080,1
15208261,Female,23,92794,1
15764469,Female,22,45841,1
15341097,Male,22,139447,1
15315139,Female,40,135029,0
15171829,Male,26,91272,1
15271836,Female,52,52643,1
15438974,Male,37,58950,0
15989913,Female,59,115500,1
15202283,Female,52,140588,0
15196769,Male,35,30997,0
15561353,Female,34,94751,0
15223165,Male,41,113605,0
15623587,Male,20,70533,1
15950110,Male,49,97566,0
15535822,Male,52,123255,0
15487879,Female,55,73005,0
15564685,Female,30,58541,1
15782038,Female,42,38387,0
15353531,Male,26,108980,0
15263160,Female,21,100457,1
15579879,Male,31,79028,1
15220884,Female,54,134246,0
15023247,Female,51,70731,1
15024300,Female,28,59638,1
15467281,Male,58,35567,1
15607086,Female,20,72804,0
15533556,Female,45,123821,0
15348951,Male,46,18754,0
15274329,Female,26,42044,0
15719064,Male,20,82260,0
15742139,Female,42,81912,0
15432315,Male,51,23706,0
15926075,Male,29,23894,0
15516588,Female,59,98986,0
15236584,Male,26,96942,1
15562332,Male,32,44725,0
15837646,Male,57,119555,0
15978732,Male,42,24496,1
15376896,Male,22,71447,0
15048984,Male,28,116604,1
15302918,Female,51,103199,1
15264712,Male,41,56321,0
15120151,Male,32,70147,1
15455808,Female,55,106396,0
15985067,Female,25,53787,0
15133767,Female,22,36727,0
15648663,Female,43,110081,0
15703550,Female,35,137721,1
15136330,Female,23,83056,0
15480754,Female,54,149153,0
15301648,Male,30,95102,0
15688519,Male,45,91865,0
15013986,Female,22,82695,0
15586146,Male,30,132235,0
15129312,Male,34,123777,1
15012666,Male,57,34033,0
15300804,Female,49,41832,0
15134633,Female,46,130725,0
15288998,Male,20,34873,0
15850937,Female,57,55372,1
15628776,Male,51,104464,0
15707611,Male,57,132322,0
15284806,Male,44,115082,0
15794824,Male,30,20110,1
15030535,Female,50,27087,0
15996107,Female,23,97617,0
15375713,Female,41,115483,1
15838688,Male,36,24596,0
15351279,Female,33,122539,1
15913910,Male,57,33313,1
15821654,Female,45,128175,0
15601661,Male,50,129914,0
15997079,Male,58,38705,0
15647972,Male,30,88445,0
15489570,Female,60,118892,1
15456551,Female,42,17023,0
15273109,Female,59,134654,0
15024538,Female,53,95073,1
15894498,Male,44,107197,0
15201664,Female,55,79429,0
15491234,Female,24,119195,0
15899684,Male,22,48848,0
15139182,Male,60,42766,1
15472525,Male,48,83099,0
15158338,Female,40,84122,0
15184064,Male,59,63868,0
15214020,Male,27,134119,0
15623094,Male,49,110286,0
15924414,Female,60,21643,0
15897421,Male,47,51727,0
15615270,Female,56,124079,1
15645914,Female,48,80697,0
15119176,Male,35,31029,0
15917710,Male,53,124458,0
15218126,Female,19,125384,1
15218969,Male,31,83926,1
15122409,Male,30,70506,0
15547707,Female,46,93229,1
15968140,Female,29,57092,0
15253618,Male,56,77539,0
15769598,Female,19,28428,0
15050015,Male,49,72775,0
15772838,Male,30,20469,1
15122096,Male,44,43854,0
15631347,Female,58,91256,0
15185340,Male,34,114134,1
15110687,Male,57,147723,0
15874371,Male,48,99730,0
15411357,Female,51,42386,0
15735716,Female,41,48787,0
15105878,Female,52,36621,0
15727270,Female,23,92984,0
15973548,Female,36,49051,0
15198286,Male,47,64811,0
15773290,Female,24,45447,1
15774684,Female,27,143046,0
15164899,Female,58,99045,0
15973324,Male,49,131859,0
15324767,Female,51,18471,0
15999238,Female,45,135312,0
15861882,Male,32,61850,0
15879858,Female,47,69220,0
15379989,Male,54,108808,1
15415515,Male,46,68072,0
15043585,Male,39,98820,1
15371369,Male,21,38284,0
15064044,Male,37,98369,1
15960061,Female,49,40122,0
15442296,Male,53,145349,1
15109556,Male,21,85553,0
15526981,Female,44,109788,0
15881691,Male,34,77812,0
15767595,Female,29,22999,1
15200235,Female,39,37436,0
15025939,Female,34,57963,0
15966429,Male,27,148168,0
15960445,Male,18,123899,0
15152906,Male,39,41201,0
15542335,Female,43,20105,0
15288249,Male,35,132666,1
15075766,Male,31,109848,1
15408923,Male,46,17839,1
15415192,Female,29,83920,0
15568550,Female,53,58619,1
15387261,Male,52,57821,1
15810208,Male,29,140736,0
15685440,Male,24,32069,0
15652664,Male,46,22531,0
15984346,Female,28,82155,1
15454589,Female,50,77424,0
15137848,Female,23,60603,0
15617075,Female,32,147503,0
15127948,Male,49,107573,1
15579304,Male,28,118302,1
15402690,Male,40,146234,1
15499046,Female,43,34675,0
15451269,Male,51,88997,0
15021959,Female,51,22896,0
15660890,Female,46,64733,0
15750216,Male,21,56800,0
15905533,Male,34,111044,0
15790180,Male,52,20347,0
15228576,Female,30,148715,0
15537833,Male,58,55785,1
15914091,Female,56,33681,0
15983703,Male,32,118864,1
15165838,Female,46,62299,0
15335674,Female,46,32073,0
15879989,Male,28,117304,0
15061087,Female,49,45682,0
15593128,Female,19,139302,0
15118451,Male,31,130359,0
15447600,Female,37,81707,0
15837437,Male,39,80428,0
15439792,Female,28,65601,0
15039353,Male,44,148611,1
15193075,Male,20,126487,1
15214283,Female,34,43228,1
15314877,Female,45,137788,0
15065318,Female,46,112239,1
15765313,Female,38,41928,1
15482690,Female,33,33322,0
15416880,Male,54,102896,1
15591460,Female,37,77292,0
15740976,Male,23,44055,1
15781239,Male,36,57891,1
15093264,Female,22,96912,0
15770746,Male,20,105536,0
15813168,Male,18,21304,1
15225281,Male,55,22345,0
15637147,Male,32,106006,0
15898613,Female,51,144350,1
15394070,Male,52,34446,0
15352228,Female,42,17336,0
15431839,Female,41,77032,0
15269536,Male,29,112852,0
15317824,Female,35,33474,0
15257426,Female,32,70718,0
15177789,Female,33,59629,0
15513153,Male,44,60232,0
15742452,Female,25,101544,1
15837291,Female,42,65669,0
15125657,Female,34,84184,0
15235167,Male,46,28140,0
15681669,Female,25,141468,0
15480671,Male,32,98457,0
15719094,Male,44,29357,0
15070467,Male,24,126672,1
15183734,Male,20,83673,0
15622794,Male,46,136673,0
15109751,Male,41,80633,0
15381050,Female,20,111111,0
15930192,Male,37,93258,0
15811774,Female,32,84286,0
15692517,Female,42,108269,0
15461079,Male,47,89071,1
15368452,Female,31,45651,0
15969587,Female,24,85202,0
15106081,Female,34,63777,0
15983237,Female,37,82263,0
15613333,Male,53,115158,0
15558986,Female,26,25800,0
15110078,Male,55,52823,0
15867055,Female,39,78878,0
15022671,Female,19,33708,0
15418400,Male,41,78870,0
15355528,Female,25,24283,0
15959611,Female,28,93707,0
15610490,Female,30,20774,0
15051663,Male,34,111468,1
15015708,Female,25,111334,0
15878338,Male,38,33133,1
15311955,Female,35,15781,0
15133883,Male,47,129586,0
15318394,Male,35,42624,0
15112547,Female,48,21823,0
15989586,Female,55,33489,0
15910681,Male,49,44118,1
15559042,Male,28,115417,0
15751102,Female,42,96816,1
15762002,Male,50,28565,0
15142483,Female,55,106179,1
15658271,Female,58,38648,0
15984774,Female,25,56971,1
15214835,Female,28,33658,0
15401896,Male,39,36253,0
15084896,Female,41,103664,0
15477095,Male,58,118850,1
15071295,Female,34,148623,0
15743974,Male,29,86947,1
15887121,Female,49,76001,0
15273255,Male,32,137775,1
15299648,Male,33,48243,1
15657162,Female,39,90939,1
15008155,Female,45,72828,0
15466872,Female,37,21710,0
15825816,Female,50,52991,1
15374705,Male,27,100445,0
15571542,Female,57,95257,0
15808350,Male,49,52711,0
15610269,Male,50,21530,1
15978217,Female,19,26116,0
15554594,Male,50,80794,0
15147718,Male,50,146354,1
15308987,Male,58,147970,0
15645263,Male,30,19135,1
15358745,Female,47,124472,0
15107512,Female,50,140147,0
15147443,Female,30,104087,0
15470587,Female,43,48380,0
15373616,Male,39,144951,1
15657409,Male,56,32071,0
15686976,Female,19,35074,0
15365871,Female,55,82843,0
15375037,Female,56,54901,0
15807364,Male,43,26205,0
15117796,Female,32,139661,0
15291999,Female,51,20906,0
15192506,Female,59,148663,1
15990198,Male,57,140576,0
15698376,Male,28,77987,0
15269544,Male,20,95685,0
15380002,Male,23,125454,1
15698002,Male,26,120487,0
15539439,Male,23,69400,0
15968911,Male,26,46852,0
15590978,Male,56,67756,1
15528787,Female,48,130357,0
15530583,Female,49,134052,1
15907317,Male,58,71481,0
15388215,Male,29,16283,0
15321184,Female,25,48691,1
15798615,Male,25,147197,0
15422515,Male,45,41170,1
15668234,Male,37,23438,1
15378480,Female,24,35095,1
15032711,Female,28,24752,0
15791971,Female,37,70426,1
15501157,Female,33,41819,0
15184423,Female,21,107051,1
15978771,Male,23,47994,0
15516349,Female,39,112756,1
15703714,Male,43,110665,0
15912495,Male,20,146717,0
15657917,Female,58,96835,0
15824792,Female,59,137232,1
15737378,Male,31,58732,0
15133272,Male,28,61305,0
15767836,Male,35,24346,1
15986001,Female,29,15587,0
15702335,Female,40,27763,0
15807789,Female,29,84615,0
15643409,Female,30,135987,0
15077505,Female,42,106353,0
15002869,Male,36,110648,0
15781474,Female,53,40556,0
15454351,Male,25,74042,0
15312252,Male,46,33099,1
15636584,Male,49,124089,0
15618467,Female,35,48866,0
15090272,Female,23,120400,1
15038467,Female,35,99246,0
15809760,Male,36,91975,0
15877844,Male,39,96557,1
15480047,Male,54,87516,1
15659347,Male,49,47602,1
15058871,Male,58,144295,1
15939903,Male,20,102969,1
15128391,Female,45,147161,0
15439430,Female,27,15155,1
15610704,Female,52,138950,0
15856703,Female,46,82494,1
15830496,Male,32,91229,0
15256687,Male,50,119648,0
15725451,Female,24,53547,0
15107450,Male,29,43795,1
15171890,Female,47,36447,0
15438741,Female,38,102960,1
15281974,Female,48,78278,1
15934933,Male,41,70077,0
15400109,Female,37,127782,1
15116381,Female,54,117932,1
15473125,Female,21,124869,0
15571621,Male,45,63781,0
15134508,Male,37,68798,0
15729650,Female,41,113696,0
15862645,Male,49,65939,0
15399111,Male,58,44516,1
15150810,Male,53,65290,0
15292890,Male,51,141688,1
15573665,Male,53,101661,0
15965908,Male,19,87954,0
15840477,Male,32,37746,1
15360032,Male,51,82990,1
15957294,Male,53,73810,0
15369599,Male,23,133362,0
15660960,Female,56,148669,0
15750020,Female,59,17659,0
15879611,Male,29,101516,0
15171836,Female,20,89567,0
15729903,Female,35,30037,0
15045714,Male,57,141498,1
15974339,Male,38,27109,0
15627234,Male,32,37010,0
15896048,Female,50,23787,0
15630271,Female,52,76709,1
15466960,Male,43,49518,1
15711851,Male,25,68909,0
15124123,Male,53,33351,1
15936093,Female,47,30282,0
15305628,Female,40,20075,0
15082989,Female,59,43365,0
15298356,Female,31,26002,0
15829957,Male,31,28947,1
15178274,Male,19,109840,1
15687995,Male,54,131219,0
15325352,Male,22,93610,0
15820260,Female,55,67142,0
15411927,Female,58,71307,0
15789852,Male,31,65085,0
15883184,Male,56,49228,0
15131373,Female,42,58472,0
15438452,Male,37,64437,0
15115294,Female,19,74711,0
15459451,Male,56,92175,0
15971744,Male,23,79307,1
15648307,Male,34,61733,0
15065726,Male,42,143202,1
15141564,Male,45,110028,0
15377812,Male,19,107493,1
15268246,Male,52,140149,1
15705696,Female,54,23259,0
15118015,Female,22,143775,0
15740674,Female,18,29849,1
15254079,Female,57,96768,0
15550929,Female,29,121108,0
15689944,Male,53,104709,0
15688105,Male,40,69869,0
15513758,Female,48,141888,0
15940597,Male,28,78095,1
15983609,Female,27,132886,0
15365890,Female,20,85910,0
15445101,Male,31,38567,1
15036631,Male,33,50292,0
15766577,Male,27,89813,1
15072991,Female,46,112136,0
15004014,Male,27,66631,0
15273237,Female,29,24885,1
15018070,Female,47,81314,0
15822209,Female,58,80087,1
15056958,Male,18,110998,1
15082074,Male,22,64812,1
15535017,Female,37,73643,0
15755073,Male,25,59900,1
15176089,Male,60,31288,0
15197392,Male,29,87692,0
15158823,Female,18,100436,1
15630152,Female,37,61403,0
15393002,Male,45,106170,1
15733429,Female,60,24168,1
15498863,Male,54,64879,1
15367654,Male,54,74871,0
15579036,Male,29,47174,1
15530089,Male,54,125155,0
15150262,Female,45,86853,1
15442905,Female,32,79046,0
15235362,Female,23,64678,0
15444209,Male,37,41649,0
15553880,Male,31,142795,0
15797079,Male,19,103668,0
15664076,Female,26,104906,1
15219963,Male,54,111019,0
15480761,Female,37,93002,0
15248710,Female,43,43803,0
15220984,Female,46,45795,0
15897059,Female,18,23770,0
15856748,Female,52,26093,0
15782355,Female,23,146265,0
15264512,Male,54,115311,0
15601863,Male,22,32569,0
15268799,Female,50,26190,0
15237549,Female,31,77824,0
15594319,Male,29,57070,1
15993933,Female,59,55197,1
15484299,Female,37,17261,0
15612210,Male,41,101795,1
15448982,Female,60,43933,0
15124046,Female,51,55583,0
15406619,Female,42,127082,1
15032097,Male,46,100371,0
15996161,Male,56,126032,1
15666326,Male,48,57604,0
15649150,Female,60,110074,0
15230229,Female,40,88869,0
15118834,Male,55,20410,1
15093848,Female,37,98375,0
15052921,Female,40,111055,1
15705086,Female,33,101716,0
15650429,Female,59,69245,0
15705660,Female,25,58056,0
15284821,Male,38,73557,0
15055609,Female,18,32543,1
15227897,Male,25,111038,0
15974165,Female,46,18828,1
15031024,Male,49,131656,1
15070313,Female,55,32087,0
15389957,Male,22,46337,0
15184078,Female,39,80333,0
15357429,Male,51,85448,0
15932842,Female,18,19648,0
15461243,Male,43,145576,0
15113632,Female,60,48623,0
15997639,Male,27,50634,0
15937012,Male,47,129598,0
15251451,Female,35,64334,0
15003051,Female,34,83648,0
15704107,Male,43,37054,1
15376836,Female,25,85028,0
15611523,Male,57,37207,0
15971525,Male,29,96554,1
15721772,Male,44,98276,0
15189407,Female,25,67781,0
15449395,Male,42,76035,0
15949597,Male,21,23210,0
15462894,Female,50,59363,0
15211810,Female,18,93279,0
15957238,Female,36,149393,0
15727975,Female,48,96348,0
15073523,Male,33,128816,1
15760463,Male,31,138053,1
15094476,Male,22,81262,0
15233841,Male,58,149832,1
15803451,Female,43,82411,0
15870045,Male,45,38377,0
15222866,Male,19,53211,1
15086672,Female,23,18744,0
15598135,Male,26,39995,0
15344894,Male,50,49542,0
15734994,Male,58,25651,0
15028251,Male,42,114239,1
15627769,Male,30,93931,1
15374710,Male,26,117112,1
15550233,Female,30,31715,1
15877284,Female,48,76350,0
15032217,Male,58,86425,0
15008308,Male,28,101120,0
15268093,Female,21,129889,0
15183062,Male,51,89637,0
15394366,Male,55,85194,1
15744840,Male,21,91917,0
15100235,Female,55,79200,0
15074740,Male,36,120848,0
15378496,Female,23,121022,0
15853049,Male,51,75058,1
15750201,Female,35,77068,0
15803328,Female,30,114932,0
15917230,Male,58,37785,1
15177247,Female,40,109475,0
15663165,Male,36,17282,0
15529525,Female,28,82534,0
15020056,Male,18,89964,1
15176615,Male,41,134006,0
15187628,Female,24,65583,1
15638836,Male,42,53392,1
15373632,Male,38,22461,0
15134415,Female,32,115123,1
15406716,Male,18,25516,1
15446438,Male,29,136251,1
15553663,Female,24,77493,1
15665022,Female,32,51027,0
15541252,Male,38,108547,0
15637717,Male,36,115127,0
15252764,Female,46,94003,0
15714998,Female,42,54758,0
15466882,Male,50,69312,1
15740427,Female,49,83670,1
15512153,Male,52,97279,0
15067215,Male,55,30434,1
15855474,Male,43,90769,1
15144356,Male,28,81677,0
15203861,Male,52,98555,0
15355612,Female,25,143379,0
15454605,Female,31,116665,1
15009435,Female,27,83803,0
15447556,Female,19,106703,0
15699438,Male,26,36312,0
15865264,Male,20,132961,1
15575581,Male,38,55379,1
15078781,Male,43,32297,1
15191475,Female,25,17011,1
15160196,Male,19,135234,1
15226507,Male,23,59014,1
15306063,Female,45,109333,1
15764121,Female,46,26120,1
15776665,Female,43,37852,0
15690607,Female,42,94239,0
15121172,Male,29,147001,0
15356902,Male,22,106575,0
15484963,Female,51,110040,0
15455968,Male,54,20744,0
15318717,Male,32,57359,1
15059101,Male,53,113746,1
15495972,Female,32,135906,1
15288790,Male,60,22597,0
15890617,Female,40,62093,0
15547337,Male,23,129650,0
15734965,Male,60,135956,0
15360260,Male,38,130598,0
15883811,Female,40,148241,0
15592673,Male,60,23036,1
15650419,Female,33,46778,1
15433374,Female,32,33800,0
15720777,Female,42,40372,0
15547577,Male,53,76516,0
15372370,Male,28,35538,0
15887225,Male,32,78918,1
15271967,Male,21,86155,0
15191232,Female,38,74500,0
15304119,Female,30,125659,0
15009540,Female,39,42716,0
15540652,Male,36,149308,0
15397827,Female,51,17352,1
15551951,Male,31,148004,0
15051991,Female,21,91449,0
15188751,Male,44,23556,0
15366326,Male,46,101836,0
15686337,Female,45,65098,1
15618992,Female,52,127169,0
15049115,Female,25,141060,0
15353151,Female,33,145544,0
15743583,Male,59,15340,0
15191962,Female,53,97302,0
15721747,Female,47,15138,0
15149143,Female,35,146430,0
15714635,Male,19,134619,1
15989873,Male,30,100376,0
15536226,Female,21,114931,1
15952699,Male,43,96532,0
15353824,Female,42,70778,1
15004000,Male,47,52772,1
15725948,Male,28,73478,0
15887474,Male,24,41762,1
15355754,Male,48,70568,0
15251492,Female,27,100090,1
15890123,Female,56,35219,0
15499522,Female,30,72169,0
15491072,Male,48,89965,0
15038304,Female,24,99754,1
15504999,Female,59,92988,0
15331593,Female,59,147379,0
15607274,Male,53,95388,1
15151836,Male,37,105768,1
15108940,Male,21,50428,0
15824926,Female,24,107021,0
15265517,Female,18,133418,0
15667521,Female,59,147212,0
15621820,Male,30,41421,0
15879090,Male,39,16708,1
15385777,Female,38,149702,0
15624674,Male,39,91021,0
15551638,Male,45,59789,0
15617296,Male,26,41086,0
15880729,Male,43,31859,0
15549639,Female,26,22684,0
15612956,Male,32,106088,0
15638873,Male,27,147279,1
15932809,Male,41,61099,0
15337497,Male,59,81093,1
15207869,Female,25,63651,1
15065953,Female,41,28893,0
15843890,Male,33,81418,1
15500328,Male,43,140074,0
15806790,Male,44,118065,0
15003267,Male,54,145351,1
15082745,Male,21,53635,0
15876020,Male,41,110071,0
15824945,Female,36,93518,1
15157164,Male,53,121233,0
15535626,Female,56,118651,0
15131484,Female,27,87805,1
15531831,Male,42,137813,0
15892323,Female,35,94063,0
15951000,Female,36,17454,0
15060692,Female,53,35878,0
15220156,Female,27,83344,0
15223992,Female,50,119946,1
15516771,Female,22,51593,0
15830857,Male,52,51304,0
15563044,Female,51,128613,1
15543176,Female,50,33354,1
15691095,Female,38,37190,0
15833727,Male,34,21142,0
15114352,Female,39,56862,0
15869474,Male,54,140438,0
15085999,Female,32,63456,0
15017955,Male,52,115167,0
15824273,Male,45,97035,1
15070640,Female,24,23016,1
15196582,Female,49,17384,0
15952415,Male,28,117239,0
15976535,Female,27,126431,0
15744086,Male,26,95018,0
15400573,Male,31,55510,0
15425695,Male,30,36826,1
15061476,Male,42,83026,0
15306955,Male,19,136668,0
15167280,Female,52,39045,1
15675510,Male,24,105102,0
15595468,Male,38,66919,0
15698646,Female,35,114441,0
15637144,Male,20,133325,0
15854882,Female,59,34337,1
15414568,Female,56,92949,0
15186141,Female,58,15276,0
15898320,Male,28,66151,0
15634736,Male,56,67887,1
15538685,Male,41,96442,0
15959059,Female,36,64847,0
15178031,Male,21,73653,0
15918232,Female,43,71622,0
15968021,Male,55,42810,0
15119180,Female,59,92842,0
15066234,Male,49,137225,0
15564242,Male,56,25503,0
15178352,Male,53,99761,1
15079459,Female,57,141439,0
15409995,Female,54,26590,0
15195004,Male,50,81624,0
15466152,Male,53,135356,1
15941970,Female,20,57727,0
15954443,Female,26,93471,1
15725256,Female,25,23068,1
15952774,Male,50,131923,0
15059163,Female,23,26390,1
15475853,Male,58,121752,0
15051934,Female,56,109754,0
15720255,Male,21,90969,1
15425523,Female,30,92064,1
15840530,Female,19,36281,0
15454137,Female,22,69189,0
15005486,Female,44,63511,0
15139407,Female,49,137115,1
15873332,Male,38,23605,0
15650308,Female,25,115318,0
15627083,Female,55,147453,0
15220184,Female,25,34810,0
15666490,Male,20,56869,1
15349652,Female,20,47955,0
15761315,Male,39,76388,1
15642612,Female,23,25207,0
15322710,Female,19,37031,1
15197775,Male,40,95807,0
15289336,Female,19,86312,0
15787494,Male,55,74766,0
15608364,Male,34,104833,0
15089780,Female,52,126041,0
15152617,Male,51,131185,1
15545977,Female,40,25350,0
15797606,Female,47,115859,0
15350605,Male,25,83487,0
15912606,Male,39,138853,0
15889465,Male,53,68117,0
15533636,Male,22,116084,1
15941218,Female,30,38782,1
15038102,Female,46,43454,0
15074460,Male,48,82904,0
15364778,Female,33,144936,0
15089930,Female,59,137258,0
15531089,Female,47,126668,0
15627438,Female,33,139184,0
15727627,Male,29,31566,0
15179208,Male,34,53333,0
15154697,Female,33,136929,1
15213945,Male,29,104571,0
15231915,Male,25,135263,0
15727952,Male,37,147661,0
15208124,Female,20,40235,0
15437477,Female,33,15159,1
15525830,Female,47,119859,1
15283821,Male,40,122507,1
15177804,Female,45,29743,0
15705703,Female,57,61101,1
15039081,Male,22,136534,0
15718216,Female,37,99227,1
15355249,Female,57,86126,0
15219930,Male,18,71071,1
15805497,Male,47,89763,1
15517313,Male,38,61154,1
15214532,Female,37,22016,0
15612380,Female,23,104678,0
15519332,Female,39,127056,1
15316837,Male,35,69238,0
15289106,Male,25,73608,1
15028295,Female,56,104081,0
15013807,Female,49,65961,0
15435564,Male,50,41917,1
15157504,Male,33,42990,0
15238067,Male,29,77551,0
15485008,Male,55,95811,0
15975358,Female,51,70103,0
15957766,Male,31,121122,1
15692440,Female,53,34008,0
15394540,Female,50,47402,1
15877699,Female,40,128550,1
15517923,Male,19,106218,0
15166981,Male,58,148296,1
15744699,Male,38,135779,0
15019870,Male,19,144714,0
15952082,Female,44,47441,1
15203196,Male,26,77368,0
15248683,Male,18,107122,0
15234677,Female,28,59760,0
15026790,Male,20,38478,0
15643162,Female,40,142881,0
15811721,Female,43,86854,1
15448345,Female,21,109230,0
15749074,Female,35,100716,0
15487462,Female,23,113538,0
15539773,Female,52,30372,0
15830914,Female,39,44796,0
15086188,Female,60,113826,0
15529036,Male,32,135592,0
15742129,Male,39,108635,0
15664795,Male,54,126022,0
15790141,Male,59,69040,0
15648249,Female,29,90357,1
15030355,Male,59,93356,1
15711131,Female,55,31211,0
15451015,Male,35,120426,1
15406332,Male,52,20842,1
15156542,Male,47,81852,0
15173416,Female,41,140737,0
15305062,Male,59,60968,1
15838656,Female,47,32508,1
15563586,Female,31,69575,0
15501708,Male,23,81914,1
15866651,Male,20,82055,0
15061629,Male,33,102697,1
15328184,Female,24,121239,1
15492734,Male,31,138106,0
15755195,Female,26,20355,1
15290160,Female,32,69120,0
15548248,Male,38,53342,0
15820023,Male,52,17257,1
15213920,Female,19,42364,0
15889765,Female,44,126715,0
15242804,Female,19,41654,0
15376965,Male,52,96423,0
15460857,Female,35,44320,0
15822827,Male,31,35808,1
15504492,Female,37,67389,0
15653983,Female,35,133581,0
15415916,Male,27,142927,0
15821052,Female,42,49773,1
15758574,Male,19,91396,1
15128148,Male,42,122692,1
15806991,Female,50,72505,1
15486261,Male,53,100896,1
15355540,Male,48,33135,0
15192714,Female,31,105887,0
15731899,Male,18,137118,0
15283876,Male,33,62377,1
15259747,Male,20,77491,1
15615650,Female,52,73283,0
15423570,Male,58,31923,1
15275987,Female,23,62591,0
15638353,Female,42,77261,0
15858158,Male,30,69336,0
15017640,Male,51,89083,0
15052528,Male,25,75948,0
15824845,Female,38,41672,0
15259214,Male,51,19213,0
15839070,Male,21,77507,0
15970240,Male,42,72134,1
15501108,Male,32,148172,1
15634421,Male,21,43172,1
15368501,Female,29,35132,0
15724226,Female,49,33199,0
15150159,Male,49,51609,1
15172502,Male,45,46881,0
15155576,Male,30,39472,0
15924618,Male,48,69131,0
15865291,Female,31,27828,0
15886089,Male,37,111664,0
15928479,Female,35,147473,0
15011023,Female,46,30193,0
15545735,Male,23,117518,0
15388043,Female,49,34611,0
15286103,Female,46,91240,0
15066203,Female,60,17745,0
15905588,Female,19,70243,0
15160775,Male,40,18866,0
15009337,Male,36,143681,0
15570715,Female,48,86354,0
15514723,Male,22,66374,0
15323673,Male,36,129397,0
15364167,Male,51,139577,1
15346809,Male,27,96029,0
15630075,Male,42,108574,0
15687281,Female,19,45431,0
15295451,Male,28,44336,0
15420571,Male,48,55992,0
15127016,Male,32,70350,0
15791267,Male,26,84561,1
15544447,Female,40,66955,0
15497562,Female,36,76240,0
15702965,Female,26,61607,0
15383934,Female,52,67870,1
15892048,Male,38,79110,0
15955592,Female,26,131895,1
15865184,Male,45,19426,0
15317428,Male,24,42606,1
15319187,Male,33,43151,1
15690907,Male,33,26308,0
15883439,Male,50,105306,0
15082844,Female,21,121984,0
15551820,Female,21,17204,0
15165421,Female,56,107769,1
15122402,Female,57,102265,0
15118012,Male,34,46131,0
15438661,Female,54,67428,0
15398929,Male,56,48870,1
15580466,Female,46,118547,0
15573695,Male,53,64067,0
15463556,Male,55,127217,0
15575278,Female,56,113934,1
15993176,Male,54,89707,0
15129473,Male,52,76215,0
15983049,Female,24,64429,0
15478007,Male,44,97152,0
15844573,Female,45,123048,0
15417009,Female,39,92240,1
15318714,Female,31,128688,1
15226156,Male,24,61473,0
15168964,Male,54,111762,1
15525303,Male,39,121956,0
15061813,Female,22,133452,1
15027712,Male,19,141311,1
15624785,Female,44,22006,0
15925919,Female,38,89218,1
15767214,Male,55,47430,0
15112816,Female,32,38091,0
15128778,Male,38,38989,0
15586580,Male,27,90451,0
